ExperimentName,Subject,Hunger.RESP,LastMeal.RESP,Block,Blocklist,Blocklist.Cycle,Blocklist.Sample,BlockNumber,Attribute3,CravingRating.RESP,CravingRating.RT,Effectiveness.RESP,Effectiveness.RT,Effort.RESP,Effort.RT,FoodPics,FoodStim,Image[Trial],ImageType,Procedure[Trial],Running[Trial],StratList,StratQ,StratQTrial,TrialList,TrialList.Cycle,TrialList.Sample,TrialNumber
SRS_1,1020,6,4,10,2,1,2,20,reappraisal,3,2253,3,4167,3,2160,22,0155.jpg,0155.jpg,2,TrialProc,TrialList,3,reappraisal,reappraisal,16,2,36,16
SRS_1,1020,6,4,10,2,1,2,20,reappraisal,3,1081,5,1714,3,1709,31,0055.jpg,0055.jpg,2,TrialProc,TrialList,12,reappraisal,reappraisal,17,2,37,17
SRS_1,1020,6,4,10,2,1,2,20,resist,4,1696,3,1997,4,2245,28,0186.jpg,0186.jpg,2,TrialProc,TrialList,49,resist,resist,18,2,38,18
SRS_1,1020,6,4,10,2,1,2,20,reappraisal,6,1106,4,2546,6,1349,29,0189.jpg,0189.jpg,2,TrialProc,TrialList,26,reappraisal,reappraisal,19,2,39,19
SRS_1,1020,6,4,10,2,1,2,20,resist,3,2182,3,1861,3,1746,2,0007.jpg,0007.jpg,1,TrialProc,TrialList,46,resist,resist,20,2,40,20
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,2,1012,4,1327,2,2338,40,0090.jpg,0090.jpg,2,TrialProc,TrialList,27,reappraisal,reappraisal,1,3,41,1
SRS_1,1020,6,4,11,3,1,3,40,resist,3,859,3,2038,3,2102,39,0089.jpg,0089.jpg,2,TrialProc,TrialList,36,resist,resist,2,3,42,2
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,3,1296,4,950,3,2088,15,0121.jpg,0121.jpg,1,TrialProc,TrialList,25,reappraisal,reappraisal,3,3,43,3
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,5,2581,3,1102,4,2193,9,0043.jpg,0043.jpg,1,TrialProc,TrialList,2,reappraisal,reappraisal,4,3,44,4
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,6,881,3,1328,6,1178,18,0138.jpg,0138.jpg,1,TrialProc,TrialList,7,reappraisal,reappraisal,5,3,45,5
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,3,2130,4,1382,3,2758,42,0103.jpg,0103.jpg,3,TrialProc,TrialList,14,reappraisal,reappraisal,6,3,46,6
SRS_1,1020,6,4,11,3,1,3,40,resist,4,1183,4,2278,4,2329,54,0173.jpg,0173.jpg,3,TrialProc,TrialList,54,resist,resist,7,3,47,7
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,3,1140,4,1596,4,1764,36,0080.jpg,0080.jpg,2,TrialProc,TrialList,20,reappraisal,reappraisal,8,3,48,8
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,4,1221,4,3647,4,1421,44,0514.jpg,0514.jpg,3,TrialProc,TrialList,30,reappraisal,reappraisal,9,3,49,9
SRS_1,1020,6,4,11,3,1,3,40,resist,7,1835,3,1768,7,1097,13,0094.jpg,0094.jpg,1,TrialProc,TrialList,31,resist,resist,10,3,50,10
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,7,1412,3,4322,7,1133,33,0060.jpg,0060.jpg,2,TrialProc,TrialList,19,reappraisal,reappraisal,11,3,51,11
SRS_1,1020,6,4,11,3,1,3,40,resist,7,456,3,2962,7,1475,7,0036.jpg,0036.jpg,1,TrialProc,TrialList,55,resist,resist,12,3,52,12
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,4,1527,3,1772,4,1405,34,0062.jpg,0062.jpg,2,TrialProc,TrialList,24,reappraisal,reappraisal,13,3,53,13
SRS_1,1020,6,4,11,3,1,3,40,resist,7,1212,4,2386,7,1434,4,0013.jpg,0013.jpg,1,TrialProc,TrialList,58,resist,resist,14,3,54,14
SRS_1,1020,6,4,11,3,1,3,40,resist,7,1072,3,1055,7,1277,48,0166.jpg,0166.jpg,3,TrialProc,TrialList,35,resist,resist,15,3,55,15
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,6,1129,3,3097,6,748,47,0132.jpg,0132.jpg,3,TrialProc,TrialList,21,reappraisal,reappraisal,16,3,56,16
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,7,926,3,2845,7,1154,58,0441.jpg,0441.jpg,3,TrialProc,TrialList,17,reappraisal,reappraisal,17,3,57,17
SRS_1,1020,6,4,11,3,1,3,40,resist,6,803,3,3042,6,1672,56,0293.jpg,0293.jpg,3,TrialProc,TrialList,39,resist,resist,18,3,58,18
SRS_1,1020,6,4,11,3,1,3,40,resist,6,845,4,3180,6,1196,5,0016.jpg,0016.jpg,1,TrialProc,TrialList,37,resist,resist,19,3,59,19
SRS_1,1020,6,4,11,3,1,3,40,reappraisal,7,900,3,1904,7,635,51,0163.jpg,0163.jpg,3,TrialProc,TrialList,18,reappraisal,reappraisal,20,3,60,20
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,3,3361,5,5722,5,3830,30,0049.jpg,0049.jpg,2,TrialProc,TrialList,14,reappraisal,reappraisal,1,1,1,1
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,4,3628,7,4203,4,2635,56,0293.jpg,0293.jpg,3,TrialProc,TrialList,26,reappraisal,reappraisal,2,1,2,2
SRS_1,1616,6,3,9,1,1,1,0,resist,5,3008,2,5685,5,3882,34,0062.jpg,0062.jpg,2,TrialProc,TrialList,59,resist,resist,3,1,3,3
SRS_1,1616,6,3,9,1,1,1,0,resist,6,3270,2,4622,5,1382,57,0357.jpg,0357.jpg,3,TrialProc,TrialList,41,resist,resist,4,1,4,4
SRS_1,1616,6,3,9,1,1,1,0,resist,2,2790,3,3444,2,1105,23,0157.jpg,0157.jpg,2,TrialProc,TrialList,53,resist,resist,5,1,5,5
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,4,2821,3,4454,3,1779,53,0165.jpg,0165.jpg,3,TrialProc,TrialList,18,reappraisal,reappraisal,6,1,6,6
SRS_1,1616,6,3,9,1,1,1,0,resist,1,2252,1,2221,2,1131,25,0244.jpg,0244.jpg,2,TrialProc,TrialList,44,resist,resist,7,1,7,7
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,4,1485,4,3250,4,1855,31,0055.jpg,0055.jpg,2,TrialProc,TrialList,16,reappraisal,reappraisal,8,1,8,8
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,5,2068,5,4919,4,4203,59,0465.jpg,0465.jpg,3,TrialProc,TrialList,13,reappraisal,reappraisal,9,1,9,9
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,2,1123,3,2216,4,2119,22,0155.jpg,0155.jpg,2,TrialProc,TrialList,23,reappraisal,reappraisal,10,1,10,10
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,6,2970,5,3640,5,439,37,0082.jpg,0082.jpg,2,TrialProc,TrialList,20,reappraisal,reappraisal,11,1,11,11
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,1,397,1,1418,1,369,11,0021.jpg,0021.jpg,1,TrialProc,TrialList,17,reappraisal,reappraisal,12,1,12,12
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,5,4834,3,3272,3,2005,44,0514.jpg,0514.jpg,3,TrialProc,TrialList,6,reappraisal,reappraisal,13,1,13,13
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,3,3581,2,1496,5,739,3,0009.jpg,0009.jpg,1,TrialProc,TrialList,21,reappraisal,reappraisal,14,1,14,14
SRS_1,1616,6,3,9,1,1,1,0,resist,5,2445,1,802,4,433,10,0048.jpg,0048.jpg,1,TrialProc,TrialList,50,resist,resist,15,1,15,15
SRS_1,1616,6,3,9,1,1,1,0,resist,3,1832,1,1757,4,943,49,0292.jpg,0292.jpg,3,TrialProc,TrialList,45,resist,resist,16,1,16,16
SRS_1,1616,6,3,9,1,1,1,0,resist,1,241,2,1053,3,707,12,0063.jpg,0063.jpg,1,TrialProc,TrialList,40,resist,resist,17,1,17,17
SRS_1,1616,6,3,9,1,1,1,0,resist,2,1142,1,1826,3,392,47,0132.jpg,0132.jpg,3,TrialProc,TrialList,60,resist,resist,18,1,18,18
SRS_1,1616,6,3,9,1,1,1,0,resist,4,2408,2,1313,3,2228,45,0111.jpg,0111.jpg,3,TrialProc,TrialList,36,resist,resist,19,1,19,19
SRS_1,1616,6,3,9,1,1,1,0,reappraisal,3,1291,4,636,4,1554,8,0042.jpg,0042.jpg,1,TrialProc,TrialList,22,reappraisal,reappraisal,20,1,20,20
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,2,1733,4,3929,2,484,21,0193.jpg,0193.jpg,2,TrialProc,TrialList,30,reappraisal,reappraisal,1,2,21,1
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,4,3560,2,757,3,4527,17,0128.jpg,0128.jpg,1,TrialProc,TrialList,24,reappraisal,reappraisal,2,2,22,2
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,6,945,3,3900,4,528,20,0150.jpg,0150.jpg,1,TrialProc,TrialList,11,reappraisal,reappraisal,3,2,23,3
SRS_1,1616,6,3,10,2,1,2,20,resist,7,3074,3,9598,4,1422,14,0117.jpg,0117.jpg,1,TrialProc,TrialList,39,resist,resist,4,2,24,4
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,5,1221,3,414,4,1093,46,0120.jpg,0120.jpg,3,TrialProc,TrialList,2,reappraisal,reappraisal,5,2,25,5
SRS_1,1616,6,3,10,2,1,2,20,resist,3,1984,2,386,4,298,19,0148.jpg,0148.jpg,1,TrialProc,TrialList,58,resist,resist,6,2,26,6
SRS_1,1616,6,3,10,2,1,2,20,resist,3,2406,2,2053,4,378,6,0027.jpg,0027.jpg,1,TrialProc,TrialList,43,resist,resist,7,2,27,7
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,1,483,1,983,2,495,55,0182.jpg,0182.jpg,3,TrialProc,TrialList,25,reappraisal,reappraisal,8,2,28,8
SRS_1,1616,6,3,10,2,1,2,20,resist,4,1475,2,1323,4,518,52,0164.jpg,0164.jpg,3,TrialProc,TrialList,37,resist,resist,9,2,29,9
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,3,2441,2,1680,4,4557,16,0124.jpg,0124.jpg,1,TrialProc,TrialList,7,reappraisal,reappraisal,10,2,30,10
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,2,1974,2,2532,3,3007,4,0013.jpg,0013.jpg,1,TrialProc,TrialList,4,reappraisal,reappraisal,11,2,31,11
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,4,1246,1,2955,1,261,7,0036.jpg,0036.jpg,1,TrialProc,TrialList,3,reappraisal,reappraisal,12,2,32,12
SRS_1,1616,6,3,10,2,1,2,20,resist,4,2290,2,6877,2,418,9,0043.jpg,0043.jpg,1,TrialProc,TrialList,55,resist,resist,13,2,33,13
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,3,1785,2,682,3,2406,1,0006.jpg,0006.jpg,1,TrialProc,TrialList,5,reappraisal,reappraisal,14,2,34,14
SRS_1,1616,6,3,10,2,1,2,20,resist,6,1253,1,1921,3,316,43,0106.jpg,0106.jpg,3,TrialProc,TrialList,51,resist,resist,15,2,35,15
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,4,943,1,3622,3,326,50,0331.jpg,0331.jpg,3,TrialProc,TrialList,15,reappraisal,reappraisal,16,2,36,16
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,2,304,1,303,1,250,42,0103.jpg,0103.jpg,3,TrialProc,TrialList,19,reappraisal,reappraisal,17,2,37,17
SRS_1,1616,6,3,10,2,1,2,20,resist,3,2520,2,4665,3,910,60,0114.jpg,0114.jpg,3,TrialProc,TrialList,31,resist,resist,18,2,38,18
SRS_1,1616,6,3,10,2,1,2,20,resist,4,1425,1,685,5,377,36,0080.jpg,0080.jpg,2,TrialProc,TrialList,46,resist,resist,19,2,39,19
SRS_1,1616,6,3,10,2,1,2,20,reappraisal,4,2234,2,1584,5,256,5,0016.jpg,0016.jpg,1,TrialProc,TrialList,12,reappraisal,reappraisal,20,2,40,20
SRS_1,1616,6,3,11,3,1,3,40,reappraisal,2,1823,2,620,2,243,27,0183.jpg,0183.jpg,2,TrialProc,TrialList,27,reappraisal,reappraisal,1,3,41,1
SRS_1,1616,6,3,11,3,1,3,40,reappraisal,3,2745,3,1159,5,656,41,0097.jpg,0097.jpg,3,TrialProc,TrialList,8,reappraisal,reappraisal,2,3,42,2
SRS_1,1616,6,3,11,3,1,3,40,reappraisal,3,1133,3,2357,4,334,38,0083.jpg,0083.jpg,2,TrialProc,TrialList,10,reappraisal,reappraisal,3,3,43,3
SRS_1,1616,6,3,11,3,1,3,40,resist,6,1361,1,3282,5,238,18,0138.jpg,0138.jpg,1,TrialProc,TrialList,56,resist,resist,4,3,44,4
SRS_1,1616,6,3,11,3,1,3,40,resist,2,300,2,521,2,252,29,0189.jpg,0189.jpg,2,TrialProc,TrialList,49,resist,resist,5,3,45,5
SRS_1,1616,6,3,11,3,1,3,40,reappraisal,1,265,5,3363,3,372,15,0121.jpg,0121.jpg,1,TrialProc,TrialList,29,reappraisal,reappraisal,6,3,46,6
SRS_1,1616,6,3,11,3,1,3,40,resist,5,348,2,4393,3,288,48,0166.jpg,0166.jpg,3,TrialProc,TrialList,35,resist,resist,7,3,47,7
SRS_1,1616,6,3,11,3,1,3,40,reappraisal,3,756,2,2386,3,1098,54,0173.jpg,0173.jpg,3,TrialProc,TrialList,1,reappraisal,reappraisal,8,3,48,8
SRS_1,1616,6,3,11,3,1,3,40,resist,4,278,2,2282,3,326,2,0007.jpg,0007.jpg,1,TrialProc,TrialList,48,resist,resist,9,3,49,9
SRS_1,1616,6,3,11,3,1,3,40,resist,3,2945,3,1050,4,320,40,0090.jpg,0090.jpg,2,TrialProc,TrialList,52,resist,resist,10,3,50,10
SRS_1,1616,6,3,11,3,1,3,40,resist,3,883,2,2342,3,280,35,0074.jpg,0074.jpg,2,TrialProc,TrialList,38,resist,resist,11,3,51,11
SRS_1,1616,6,3,11,3,1,3,40,resist,1,333,1,2009,1,448,13,0094.jpg,0094.jpg,1,TrialProc,TrialList,42,resist,resist,12,3,52,12
SRS_1,1616,6,3,11,3,1,3,40,reappraisal,2,1221,2,349,2,286,26,0180.jpg,0180.jpg,2,TrialProc,TrialList,9,reappraisal,reappraisal,13,3,53,13
SRS_1,1616,6,3,11,3,1,3,40,resist,2,378,2,648,1,301,32,0056.jpg,0056.jpg,2,TrialProc,TrialList,57,resist,resist,14,3,54,14
SRS_1,1616,6,3,11,3,1,3,40,reappraisal,4,3737,1,709,5,280,24,0400.jpg,0400.jpg,2,TrialProc,TrialList,28,reappraisal,reappraisal,15,3,55,15
SRS_1,1616,6,3,11,3,1,3,40,resist,4,308,2,1448,4,253,58,0441.jpg,0441.jpg,3,TrialProc,TrialList,34,resist,resist,16,3,56,16
SRS_1,1616,6,3,11,3,1,3,40,resist,1,779,2,3059,3,2592,28,0186.jpg,0186.jpg,2,TrialProc,TrialList,32,resist,resist,17,3,57,17
SRS_1,1616,6,3,11,3,1,3,40,resist,6,464,2,3610,5,346,33,0060.jpg,0060.jpg,2,TrialProc,TrialList,47,resist,resist,18,3,58,18
SRS_1,1616,6,3,11,3,1,3,40,resist,4,787,1,1722,5,957,39,0089.jpg,0089.jpg,2,TrialProc,TrialList,33,resist,resist,19,3,59,19
SRS_1,1616,6,3,11,3,1,3,40,resist,6,902,1,6037,4,2124,51,0163.jpg,0163.jpg,3,TrialProc,TrialList,54,resist,resist,20,3,60,20
SRS_1,1623,4,5,9,1,1,1,0,resist,4,1642,4,4136,3,3018,27,0183.jpg,0183.jpg,2,TrialProc,TrialList,49,resist,resist,1,1,1,1
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,6,2489,5,4620,4,1499,58,0441.jpg,0441.jpg,3,TrialProc,TrialList,12,reappraisal,reappraisal,2,1,2,2
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,7,1599,5,5096,4,3332,8,0042.jpg,0042.jpg,1,TrialProc,TrialList,13,reappraisal,reappraisal,3,1,3,3
SRS_1,1623,4,5,9,1,1,1,0,resist,4,2319,4,5544,4,2338,5,0016.jpg,0016.jpg,1,TrialProc,TrialList,42,resist,resist,4,1,4,4
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,1,1196,7,2627,3,5306,22,0155.jpg,0155.jpg,2,TrialProc,TrialList,21,reappraisal,reappraisal,5,1,5,5
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,3,1661,4,4550,3,2216,15,0121.jpg,0121.jpg,1,TrialProc,TrialList,10,reappraisal,reappraisal,6,1,6,6
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,5,2807,6,1995,3,1674,4,0013.jpg,0013.jpg,1,TrialProc,TrialList,28,reappraisal,reappraisal,7,1,7,7
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,7,1431,5,5342,3,4408,43,0106.jpg,0106.jpg,3,TrialProc,TrialList,5,reappraisal,reappraisal,8,1,8,8
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,6,1863,5,1272,3,1517,45,0111.jpg,0111.jpg,3,TrialProc,TrialList,9,reappraisal,reappraisal,9,1,9,9
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,6,5112,4,2297,5,1644,42,0103.jpg,0103.jpg,3,TrialProc,TrialList,26,reappraisal,reappraisal,10,1,10,10
SRS_1,1623,4,5,9,1,1,1,0,resist,4,1226,4,3206,2,1838,21,0193.jpg,0193.jpg,2,TrialProc,TrialList,46,resist,resist,11,1,11,11
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,2,1724,5,3107,4,1847,46,0120.jpg,0120.jpg,3,TrialProc,TrialList,27,reappraisal,reappraisal,12,1,12,12
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,3,1149,6,1585,3,2385,18,0138.jpg,0138.jpg,1,TrialProc,TrialList,7,reappraisal,reappraisal,13,1,13,13
SRS_1,1623,4,5,9,1,1,1,0,resist,2,1225,4,3268,3,14642,48,0166.jpg,0166.jpg,3,TrialProc,TrialList,58,resist,resist,14,1,14,14
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,5,1240,5,2505,3,6341,56,0293.jpg,0293.jpg,3,TrialProc,TrialList,17,reappraisal,reappraisal,15,1,15,15
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,4,3071,5,2086,3,1818,60,0114.jpg,0114.jpg,3,TrialProc,TrialList,4,reappraisal,reappraisal,16,1,16,16
SRS_1,1623,4,5,9,1,1,1,0,resist,1,2482,5,4935,1,2265,47,0132.jpg,0132.jpg,3,TrialProc,TrialList,35,resist,resist,17,1,17,17
SRS_1,1623,4,5,9,1,1,1,0,resist,6,5503,5,3191,2,3168,13,0094.jpg,0094.jpg,1,TrialProc,TrialList,56,resist,resist,18,1,18,18
SRS_1,1623,4,5,9,1,1,1,0,resist,3,481,5,4173,3,5038,10,0048.jpg,0048.jpg,1,TrialProc,TrialList,34,resist,resist,19,1,19,19
SRS_1,1623,4,5,9,1,1,1,0,reappraisal,4,4628,5,2902,3,1161,35,0074.jpg,0074.jpg,2,TrialProc,TrialList,15,reappraisal,reappraisal,20,1,20,20
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,3,3974,5,8826,2,2145,12,0063.jpg,0063.jpg,1,TrialProc,TrialList,18,reappraisal,reappraisal,1,2,21,1
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,4,2891,7,2058,3,1671,41,0097.jpg,0097.jpg,3,TrialProc,TrialList,11,reappraisal,reappraisal,2,2,22,2
SRS_1,1623,4,5,10,2,1,2,20,resist,3,1956,5,6892,2,1104,32,0056.jpg,0056.jpg,2,TrialProc,TrialList,43,resist,resist,3,2,23,3
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,5,3083,5,2502,3,1522,9,0043.jpg,0043.jpg,1,TrialProc,TrialList,2,reappraisal,reappraisal,4,2,24,4
SRS_1,1623,4,5,10,2,1,2,20,resist,2,509,6,3786,2,1539,36,0080.jpg,0080.jpg,2,TrialProc,TrialList,52,resist,resist,5,2,25,5
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,1,1692,7,3016,1,407,37,0082.jpg,0082.jpg,2,TrialProc,TrialList,16,reappraisal,reappraisal,6,2,26,6
SRS_1,1623,4,5,10,2,1,2,20,resist,6,2534,5,4540,2,2383,55,0182.jpg,0182.jpg,3,TrialProc,TrialList,41,resist,resist,7,2,27,7
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,2,455,5,3012,2,1923,50,0331.jpg,0331.jpg,3,TrialProc,TrialList,19,reappraisal,reappraisal,8,2,28,8
SRS_1,1623,4,5,10,2,1,2,20,resist,4,1310,5,3841,2,727,26,0180.jpg,0180.jpg,2,TrialProc,TrialList,39,resist,resist,9,2,29,9
SRS_1,1623,4,5,10,2,1,2,20,resist,3,1738,5,4066,2,703,17,0128.jpg,0128.jpg,1,TrialProc,TrialList,59,resist,resist,10,2,30,10
SRS_1,1623,4,5,10,2,1,2,20,resist,2,675,5,5722,2,3317,16,0124.jpg,0124.jpg,1,TrialProc,TrialList,44,resist,resist,11,2,31,11
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,6,2001,6,1494,3,970,51,0163.jpg,0163.jpg,3,TrialProc,TrialList,14,reappraisal,reappraisal,12,2,32,12
SRS_1,1623,4,5,10,2,1,2,20,resist,5,1379,4,4662,2,3363,30,0049.jpg,0049.jpg,2,TrialProc,TrialList,33,resist,resist,13,2,33,13
SRS_1,1623,4,5,10,2,1,2,20,resist,2,3252,3,5324,2,4424,25,0244.jpg,0244.jpg,2,TrialProc,TrialList,37,resist,resist,14,2,34,14
SRS_1,1623,4,5,10,2,1,2,20,resist,1,350,7,1385,1,321,44,0514.jpg,0514.jpg,3,TrialProc,TrialList,60,resist,resist,15,2,35,15
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,5,1268,5,3054,3,1260,7,0036.jpg,0036.jpg,1,TrialProc,TrialList,8,reappraisal,reappraisal,16,2,36,16
SRS_1,1623,4,5,10,2,1,2,20,resist,3,4145,5,4016,2,2775,2,0007.jpg,0007.jpg,1,TrialProc,TrialList,47,resist,resist,17,2,37,17
SRS_1,1623,4,5,10,2,1,2,20,resist,6,1175,5,1367,3,4928,33,0060.jpg,0060.jpg,2,TrialProc,TrialList,51,resist,resist,18,2,38,18
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,4,2251,6,2023,4,2181,54,0173.jpg,0173.jpg,3,TrialProc,TrialList,29,reappraisal,reappraisal,19,2,39,19
SRS_1,1623,4,5,10,2,1,2,20,reappraisal,5,3670,7,626,2,3288,20,0150.jpg,0150.jpg,1,TrialProc,TrialList,6,reappraisal,reappraisal,20,2,40,20
SRS_1,1623,4,5,11,3,1,3,40,reappraisal,7,1700,5,4597,4,5805,39,0089.jpg,0089.jpg,2,TrialProc,TrialList,1,reappraisal,reappraisal,1,3,41,1
SRS_1,1623,4,5,11,3,1,3,40,resist,4,1693,4,6183,2,1960,52,0164.jpg,0164.jpg,3,TrialProc,TrialList,55,resist,resist,2,3,42,2
SRS_1,1623,4,5,11,3,1,3,40,resist,5,2241,3,12041,2,3791,6,0027.jpg,0027.jpg,1,TrialProc,TrialList,57,resist,resist,3,3,43,3
SRS_1,1623,4,5,11,3,1,3,40,reappraisal,5,3919,5,4757,3,5047,38,0083.jpg,0083.jpg,2,TrialProc,TrialList,30,reappraisal,reappraisal,4,3,44,4
SRS_1,1623,4,5,11,3,1,3,40,reappraisal,5,1349,5,2270,5,1923,59,0465.jpg,0465.jpg,3,TrialProc,TrialList,20,reappraisal,reappraisal,5,3,45,5
SRS_1,1623,4,5,11,3,1,3,40,reappraisal,4,2406,5,6447,4,973,28,0186.jpg,0186.jpg,2,TrialProc,TrialList,23,reappraisal,reappraisal,6,3,46,6
SRS_1,1623,4,5,11,3,1,3,40,resist,6,478,4,12164,2,2958,31,0055.jpg,0055.jpg,2,TrialProc,TrialList,54,resist,resist,7,3,47,7
SRS_1,1623,4,5,11,3,1,3,40,resist,5,2287,6,6614,2,1550,49,0292.jpg,0292.jpg,3,TrialProc,TrialList,53,resist,resist,8,3,48,8
SRS_1,1623,4,5,11,3,1,3,40,reappraisal,6,991,6,2738,5,2045,57,0357.jpg,0357.jpg,3,TrialProc,TrialList,22,reappraisal,reappraisal,9,3,49,9
SRS_1,1623,4,5,11,3,1,3,40,resist,4,5898,4,4354,2,884,40,0090.jpg,0090.jpg,2,TrialProc,TrialList,45,resist,resist,10,3,50,10
SRS_1,1623,4,5,11,3,1,3,40,reappraisal,4,1216,5,2050,4,487,29,0189.jpg,0189.jpg,2,TrialProc,TrialList,3,reappraisal,reappraisal,11,3,51,11
SRS_1,1623,4,5,11,3,1,3,40,reappraisal,5,803,4,1669,4,3594,14,0117.jpg,0117.jpg,1,TrialProc,TrialList,25,reappraisal,reappraisal,12,3,52,12
SRS_1,1623,4,5,11,3,1,3,40,resist,1,913,5,12098,2,4999,3,0009.jpg,0009.jpg,1,TrialProc,TrialList,38,resist,resist,13,3,53,13
SRS_1,1623,4,5,11,3,1,3,40,resist,2,1623,4,2921,2,596,11,0021.jpg,0021.jpg,1,TrialProc,TrialList,32,resist,resist,14,3,54,14
SRS_1,1623,4,5,11,3,1,3,40,resist,4,948,4,824,2,327,23,0157.jpg,0157.jpg,2,TrialProc,TrialList,40,resist,resist,15,3,55,15
SRS_1,1623,4,5,11,3,1,3,40,reappraisal,6,2042,7,741,2,2215,53,0165.jpg,0165.jpg,3,TrialProc,TrialList,24,reappraisal,reappraisal,16,3,56,16
SRS_1,1623,4,5,11,3,1,3,40,resist,5,670,3,6173,2,6775,1,0006.jpg,0006.jpg,1,TrialProc,TrialList,48,resist,resist,17,3,57,17
SRS_1,1623,4,5,11,3,1,3,40,resist,4,1751,4,2096,2,507,24,0400.jpg,0400.jpg,2,TrialProc,TrialList,31,resist,resist,18,3,58,18
SRS_1,1623,4,5,11,3,1,3,40,resist,2,351,4,3501,2,265,19,0148.jpg,0148.jpg,1,TrialProc,TrialList,36,resist,resist,19,3,59,19
SRS_1,1623,4,5,11,3,1,3,40,resist,2,310,4,1880,2,229,34,0062.jpg,0062.jpg,2,TrialProc,TrialList,50,resist,resist,20,3,60,20
SRS_1,16231,6,3,9,1,1,1,0,resist,5,3415,4,3693,5,9281,15,0121.jpg,0121.jpg,1,TrialProc,TrialList,36,resist,resist,1,1,1,1
SRS_1,16231,6,3,9,1,1,1,0,reappraisal,5,4862,6,5376,5,5936,21,0193.jpg,0193.jpg,2,TrialProc,TrialList,10,reappraisal,reappraisal,2,1,2,2
SRS_1,16231,6,3,9,1,1,1,0,reappraisal,7,2011,3,5893,6,4289,7,0036.jpg,0036.jpg,1,TrialProc,TrialList,5,reappraisal,reappraisal,3,1,3,3
SRS_1,16231,6,3,9,1,1,1,0,resist,7,2797,4,4953,6,3780,56,0293.jpg,0293.jpg,3,TrialProc,TrialList,38,resist,resist,4,1,4,4
SRS_1,16231,6,3,9,1,1,1,0,resist,6,2404,5,3667,6,5456,9,0043.jpg,0043.jpg,1,TrialProc,TrialList,56,resist,resist,5,1,5,5
SRS_1,16231,6,3,9,1,1,1,0,reappraisal,2,3757,7,5112,6,4467,25,0244.jpg,0244.jpg,2,TrialProc,TrialList,22,reappraisal,reappraisal,6,1,6,6
SRS_1,16231,6,3,9,1,1,1,0,reappraisal,7,3088,4,3067,5,2952,38,0083.jpg,0083.jpg,2,TrialProc,TrialList,25,reappraisal,reappraisal,7,1,7,7
SRS_1,16231,6,3,9,1,1,1,0,reappraisal,2,1914,6,4909,6,3849,28,0186.jpg,0186.jpg,2,TrialProc,TrialList,2,reappraisal,reappraisal,8,1,8,8
